,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
1153,3017268,1,27,110034,308,233,131,0,0,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,13.031632447868654
1154,3048526,0,8,700064,201,233,131,3,0,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,14.520472636453363
1155,3043896,1,27,110034,233,233,131,0,0,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,13.772232001322086
1156,3061094,0,26,560066,233,233,228,0,0,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9.956043332362427
1157,3050016,0,22,400104,233,233,131,2,0,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,12.885815665687765
1158,2978616,0,21,110015,233,233,131,0,0,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,10.88344037896876
1159,3055893,6,2,110018,233,233,228,0,0,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,14.267762101211778
1160,3065642,2,6,160059,233,233,131,2,0,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,11.841242318931949
1161,3065642,1,6,160059,233,233,131,2,0,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10.421556481367627
1162,3025875,26,1,400059,233,233,131,0,0,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,12.27600362810271
1163,3008299,1,2,110018,233,245,131,0,0,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,12.304415113590345
1164,2939037,0,21,110015,233,233,131,2,0,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,13.538753459565863
1165,3040038,0,26,560066,233,233,131,0,0,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,9.415562865841734
1166,3016539,0,21,110015,233,233,131,2,0,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,12.780350124300336
1167,3028370,10,24,110092,233,233,228,2,0,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,24.039603172224876
1168,2847600,1,5,380009,233,245,131,0,0,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,10.83673836715678
1169,2902293,0,21,110015,233,233,131,0,0,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,12.297749658678056
1170,2829320,22,2,110018,233,233,228,2,0,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,18.106211828954155
1171,2939295,1,4,600024,233,233,228,0,0,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,11.33764634739972
1172,3009300,0,22,400104,233,233,131,2,0,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,13.482102747813888
1173,2870164,0,22,400104,233,233,131,1,0,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,14.389979006055384
1174,2862546,0,8,700064,233,233,131,1,0,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,12.58031577980272
1175,2993969,16,1,400059,233,233,131,0,0,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,18.414719665555413
1176,3030267,14,4,600024,233,233,228,2,0,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,12.950865743768015
1177,2865691,13,8,700064,201,233,131,3,0,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,22.54137902765691
1178,2983391,2,2,110018,308,233,228,0,0,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,12.084434886103097
1179,3011421,4,2,110018,233,233,131,2,0,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,12.34979998679112
1180,2858132,0,8,700064,233,233,131,1,0,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,13.749872488328883
1181,2875296,14,2,110018,233,233,228,0,0,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,12.878663657025006
1182,2860443,14,1,400059,233,233,131,0,0,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,15.611802386328975
1183,2867249,0,21,110015,233,233,131,2,0,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,12.7776196535296
1184,2926563,0,7,500004,233,233,131,0,0,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,9.611095768902253
1185,2930792,0,21,110015,233,233,131,0,0,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,10.370642913587913
1186,2894362,7,4,600024,233,233,131,0,0,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,13.202293112495841
1187,2953718,1,2,110018,233,233,228,0,0,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,11.565088543966745
1188,3019625,14,24,110092,233,233,131,1,0,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,12.471679059734113
1189,3032073,0,21,110015,233,233,131,0,0,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,8.648507294265313
1190,3037470,0,7,500004,233,233,131,0,0,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,6.549671215695651
1191,2986766,27,1,400059,233,233,131,0,0,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,28.06849169547242
1192,3039933,1,27,110034,233,233,131,0,0,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,12.758126025745941
1193,3039933,1,27,110034,233,233,131,0,0,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,12.758126025745941
1194,3068055,1,27,110034,233,233,131,0,0,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,10.389546018331188
1195,3047030,10,24,110092,233,233,228,0,0,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,20.07251639066249
1196,3052092,0,21,110015,233,233,131,0,0,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,8.00916575201785
1197,2843915,2,2,110018,233,245,228,0,0,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,12.344875438835318
1198,2989408,0,21,110015,308,233,131,0,0,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,10.02081135433522
1199,3054440,0,7,500004,233,233,131,0,0,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,7.57640387695872
1200,2844465,0,22,400104,233,233,131,2,0,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,15.623034369589554
1201,2941622,2,3,560011,233,233,228,2,0,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,15.573474695208793
1202,2972978,0,22,400104,233,233,131,2,0,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,14.04185026739015
1203,2937549,14,24,110092,233,233,228,0,0,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,12.016325910140763
1204,2957459,0,26,560066,233,233,131,2,0,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,14.324223271364703
1205,3049944,1,27,110034,233,245,228,0,0,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,11.727424310886208
1206,2928392,1,23,400001,233,233,131,0,0,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,13.281790286052635
1207,2851960,2,6,160059,233,233,131,1,0,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,14.231038123072622
1208,3000257,8,23,400001,233,233,131,2,0,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,14.666331132040868
1209,2894173,0,11,641012,201,201,131,4,0,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,14.359670200066892
1210,3022082,18,2,110018,233,233,131,0,0,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,11.26765436085758
1211,3052963,2,5,380009,233,245,131,0,0,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,10.453408614346467
1212,2866651,0,21,110015,233,233,131,0,0,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,11.575936672906568
1213,2880980,1,2,110018,233,233,131,0,0,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,11.931354249184727
1214,3018382,0,21,110015,308,233,131,0,0,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,7.858555212282915
1215,2944199,28,1,400059,233,233,131,0,0,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,24.43832911700831
1216,3045350,0,7,500004,233,233,131,0,0,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,7.445217389200953
1217,3058013,0,21,110015,233,233,131,2,0,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,12.463616306790916
1218,3011297,8,23,400001,233,245,131,2,0,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,12.89463902215631
1219,3057071,2,3,560011,233,245,228,0,0,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,10.165257198971442
1220,2876024,6,4,600024,233,233,131,2,0,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,13.43397153196166
1221,2866461,0,21,110015,233,233,131,2,0,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,12.731123499939095
1222,2880281,1,11,641012,201,201,131,4,0,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,14.628012781908781
1223,2858850,0,21,110015,233,233,131,2,0,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,12.466304319477393
1224,2994339,0,22,400104,233,233,131,0,0,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,11.94168850259803
1225,2992448,0,7,500004,233,233,131,2,0,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,13.027985554441324
1226,2984563,0,22,400104,233,233,131,0,0,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,10.826698760120657
1227,2943340,16,1,400059,233,233,228,2,0,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,22.584513478403554
1228,2895937,1,3,560011,233,233,228,1,0,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,10.48465067315671
1229,3044959,0,7,500004,233,233,131,3,0,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,11.722515552492194
1230,3052062,8,3,560011,308,233,131,0,0,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,7.593894738584748
1231,2862097,1,5,380009,233,245,131,0,0,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,10.967502205486657
1232,3076947,0,26,560066,233,233,228,0,0,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,9.649709698598691
1233,2897282,1,4,600024,233,233,228,0,0,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,10.26355530121282
1234,3038516,2,6,160059,233,233,131,2,0,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,11.947833372897193
1235,2842992,1,2,110018,233,233,131,0,0,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,12.898842840334433
1236,2907463,1,2,110018,233,233,131,0,0,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,12.992034831096204
1237,2820292,14,2,110018,233,233,228,0,0,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,23.834799975687204
1238,2834028,12,6,160059,233,233,131,1,0,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,16.124585052666852
1239,2834028,0,6,160059,233,233,131,1,0,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,12.399145563513537
1240,2873907,0,22,400104,233,233,131,0,0,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,13.131977288016232
1241,2855526,0,22,400104,233,233,131,0,0,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,12.814409524995735
1242,2906338,0,21,110015,233,233,131,2,0,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,13.9076352585017
1243,2908052,0,21,110015,233,233,228,0,0,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11.891073521492299
1244,2939371,0,21,110015,201,233,131,3,0,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,16.11577175402926
1245,2946716,1,12,302006,233,233,228,0,0,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,10.704001286680496
1246,2948650,10,24,110092,233,233,131,4,0,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,26.92298835816767
1247,2948650,0,24,110092,233,233,131,4,0,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,14.587038627598409
1248,2959949,0,7,500004,233,233,131,3,0,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,14.881638412911514
1249,2981186,1,6,160059,233,233,228,2,0,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,12.370145055117254
1250,2980376,2,1,400059,233,233,131,2,0,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,15.459441312988245
1251,3000691,0,8,700064,233,233,131,0,0,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,11.453176331346235
1252,3017538,0,26,560066,308,233,131,0,0,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,9.712922689073999
1253,3044052,14,24,110092,233,233,228,0,0,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,9.797329767640248
1254,3042722,0,8,700064,233,233,228,0,0,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,10.897099236528543
1255,3059597,0,21,110015,308,233,131,0,0,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,7.496897477111565
1256,3035695,12,1,400059,233,233,131,0,0,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,14.407026059305814
1257,3091001,1,27,110034,233,233,131,0,0,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,7.697346229056674
1258,3064303,0,26,560066,233,245,131,0,0,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,8.808932380991285
1259,2838889,2,7,500004,233,233,131,2,0,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,15.532620500216034
1260,2921129,1,2,110018,233,233,131,0,0,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,13.34797305520985
1261,2969805,12,2,110018,233,233,131,0,0,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,12.798317958538851
1262,2960986,0,21,110015,233,233,131,0,0,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,12.743116212728049
1263,2960986,0,21,110015,233,233,131,0,0,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,12.743116212728049
1264,2854115,16,8,700064,233,233,131,0,0,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,17.16010310150814
1265,2927752,1,7,500004,233,233,228,0,0,500082,2017-06-09,2017-05-04,2018-03-01,4474,2018-03-08,8.937365227926211
1266,2970385,0,22,400104,233,233,228,0,0,421301,2018-01-14,2017-07-17,2018-03-11,4581,2018-03-14,10.668454154708673
1267,2966942,26,1,400059,233,233,131,1,0,143001,2017-06-08,2017-06-05,2018-03-10,4008,2018-03-13,19.330563626392955
1268,2853549,2,6,160059,233,233,131,1,0,141001,2017-05-02,2017-04-19,2018-02-08,4549,2018-02-15,14.737521193156548
1269,3003205,2,10,226010,233,233,228,2,0,208020,2017-04-30,2016-10-02,2018-03-21,4547,2018-03-26,15.405756870766748
1270,2863151,0,21,110015,233,233,131,0,0,122001,2017-07-07,2017-06-30,2018-02-12,4580,2018-02-14,10.535395555680976
1271,2927492,1,1,400059,233,233,131,1,0,421605,2017-07-29,2017-07-22,2018-03-01,4398,2018-03-05,14.141642429775734
1272,3068997,2,5,380009,233,233,131,2,0,395010,2016-04-29,2016-04-22,2018-04-09,4546,2018-04-11,12.613746041467957
1273,2835440,0,22,400104,233,233,131,0,0,400081,2017-10-18,2017-09-30,2018-02-03,4581,2018-02-12,11.640080540360389
1274,2879534,2,2,110018,233,233,131,0,0,110002,2018-01-20,2017-11-20,2018-02-17,4550,2018-02-21,12.134397899603142
1275,2876554,0,7,500004,233,233,131,2,0,530045,2017-11-18,2017-09-29,2018-02-16,4403,2018-02-21,13.404539051955004
1276,2904364,13,17,800001,233,233,131,1,0,841214,2018-01-29,2017-12-08,2018-02-24,4538,2018-02-27,25.770994353955025
1277,2994057,1,2,110018,233,233,131,0,0,201011,2017-05-02,2017-05-02,2018-03-18,4388,2018-03-20,12.155480091278783
1278,2981244,1,8,700064,233,233,228,0,0,700001,2018-02-16,2018-02-16,2018-03-14,4499,2018-03-21,11.96145794580805
1279,2970815,10,24,110092,233,233,131,0,0,110092,2018-02-21,2017-10-24,2018-03-12,4150,2018-03-14,20.71297016699317
1280,3004006,1,23,400001,233,233,131,0,0,400607,2017-09-11,2017-01-07,2018-03-21,4398,2018-03-26,10.797495335959983
1281,2930967,9,1,400059,233,233,131,2,0,561203,2017-03-27,2017-03-27,2018-03-02,4401,2018-03-05,16.779644396430204
1282,3001468,9,1,400059,233,233,131,0,0,711104,2017-10-30,2017-10-24,2018-03-20,4390,2018-03-24,16.735972201301824
1283,3054022,1,25,560037,233,233,131,0,0,600028,2017-08-18,2017-08-18,2018-04-04,4460,2018-04-09,10.92891697377083
1284,3046863,0,21,110015,233,233,131,0,0,110019,2017-06-05,2017-05-23,2018-04-02,4580,2018-04-13,8.129247083988163
1285,3085258,1,27,110034,233,233,131,0,0,201301,2018-02-24,2017-05-21,2018-04-14,4388,2018-04-18,9.266373665179207
1286,3062874,1,25,560037,233,245,131,4,0,0,2017-04-24,2016-10-08,2018-04-07,4460,2018-04-11,12.819001022145054
1287,2939171,10,24,110092,233,233,131,2,0,148001,2017-05-19,2017-05-14,2018-03-04,4150,2018-03-12,26.543905007410014
1288,2938090,2,2,110018,308,233,228,0,0,122002,2017-11-07,2017-11-03,2018-03-03,4550,2018-03-06,13.745268663097459
1289,3011506,8,7,500004,233,233,131,0,0,500065,2017-12-14,2017-12-14,2018-03-23,4474,2018-04-05,8.539204112770935
1290,3073811,0,21,110015,233,233,131,0,0,110017,2017-10-02,2017-10-01,2018-04-11,4580,2018-04-12,7.548755312258676
1291,2876867,0,8,700064,233,233,131,0,0,700082,2017-04-18,2017-04-17,2018-02-16,4508,2018-02-20,11.110040983200545
1292,2931651,0,22,400104,233,233,131,0,0,380051,2017-03-16,2017-03-15,2018-03-03,4581,2018-03-08,13.216357586962483
1293,2906449,2,10,226010,233,233,131,2,0,221010,2016-12-31,2016-12-25,2018-02-25,4547,2018-03-02,16.77769724748306
1294,3063505,0,21,110015,233,245,131,0,0,110001,2017-07-10,2017-07-08,2018-04-07,4580,2018-04-10,9.511499589273473
1295,3034848,8,27,110034,233,233,131,2,0,132103,2017-11-13,2017-11-11,2018-03-29,4388,2018-04-08,13.189791000537612
1296,2827286,0,3,560011,233,233,131,0,0,560037,2017-08-18,2017-08-18,2018-02-01,4467,2018-02-01,9.851847969898849
1297,3009836,0,7,500004,233,233,131,0,0,500035,2017-06-29,2017-06-14,2018-03-23,4403,2018-03-29,8.374056449976718
1298,3011585,0,8,700064,233,233,131,1,0,786171,2017-04-12,2017-04-08,2018-03-23,4508,2018-03-27,15.2538579600473
1299,2892055,0,21,110015,233,233,131,1,0,306401,2017-04-20,2017-04-11,2018-02-21,4580,2018-03-03,15.39108853163681
1300,2993568,0,21,110015,233,233,131,0,0,121004,2017-06-22,2017-06-21,2018-03-18,4580,2018-03-21,10.455919374061251
1301,3038938,1,6,160059,233,233,131,2,0,160103,2017-07-13,2017-07-11,2018-03-30,4437,2018-04-04,10.501102986668226
1302,2833931,2,2,110018,233,233,131,0,0,201014,2017-11-29,2017-11-19,2018-02-03,4094,2018-02-06,14.661359820654827
1303,2842506,0,22,400104,233,233,131,2,0,396191,2017-09-23,2017-09-01,2018-02-05,4581,2018-02-09,13.677618683108323
1304,2827558,0,4,600024,233,233,131,0,0,600099,2017-08-22,2017-08-21,2018-02-01,4490,2018-02-20,8.797790306026194
1305,2866136,0,22,400104,233,233,131,0,0,400002,2017-04-17,2017-04-13,2018-02-13,4581,2018-02-24,12.371113905853079
1306,2884872,11,1,400059,233,233,131,0,0,400081,2017-04-16,2017-04-16,2018-02-19,4015,2018-02-23,18.68494908480575
1307,2899712,0,22,400104,233,233,131,0,0,411001,2017-06-30,2017-06-29,2018-02-23,4581,2018-02-26,13.909102746333371
1308,2930379,2,9,411016,233,233,131,0,0,412105,2017-11-17,2017-11-17,2018-03-02,4548,2018-03-05,14.073416856268988
1309,2949731,8,8,700064,233,233,131,2,0,734005,2018-01-09,2018-01-09,2018-03-07,4499,2018-03-09,16.644155646425787
1310,2953268,2,2,110018,233,233,131,0,0,110025,2016-04-09,2016-04-09,2018-03-07,4094,2018-03-12,13.880559601118398
1311,2943665,1,2,110018,233,233,228,0,0,201010,2018-01-29,2018-04-20,2018-03-06,4148,2018-03-08,13.374948942165378
1312,2912458,0,8,700064,233,0,131,0,0,700039,2017-06-19,2017-06-17,2018-02-27,4508,2018-03-09,13.144028106911046
1313,2982809,0,22,400104,233,233,131,0,0,412114,2016-05-27,2016-05-20,2018-03-15,4581,2018-03-19,10.826698760120657
1314,2860101,7,1,400059,233,233,131,0,0,400072,2017-02-24,2017-02-22,2018-02-10,4581,2018-03-19,10.978905890854973
1315,3005038,2,2,110018,233,233,228,0,0,201306,2017-08-14,2016-11-14,2018-03-21,4091,2018-03-24,12.539999942113301
1316,2978586,4,2,110018,233,233,131,0,0,500056,2017-10-25,2017-10-14,2018-03-14,5138,2018-03-19,14.37604535639958
1317,3021630,2,9,411016,233,233,131,0,0,411037,2017-12-20,2017-12-20,2018-03-26,4548,2018-03-28,11.522011806664285
1318,3042067,1,27,110034,233,233,228,0,0,110018,2017-07-01,2016-03-23,2018-03-31,4388,2018-04-02,12.328262227680474
1319,3048317,2,2,110018,233,233,131,0,0,110034,2018-01-24,2018-01-24,2018-04-02,4550,2018-04-05,10.146052536701891
1320,3069146,2,1,400059,233,233,131,0,0,400058,2017-11-12,2017-11-12,2018-04-09,4545,2018-04-11,9.94326461994903
1321,2909502,1,6,160059,233,233,131,1,0,141013,2017-08-21,2017-08-21,2018-02-26,4437,2018-03-04,12.587470560033358
1322,3049110,0,21,110015,201,233,131,1,0,122050,2017-11-23,2017-09-23,2018-04-03,4388,2018-04-08,12.864273677715337
1323,2918997,2,8,700064,233,233,131,2,0,713212,2017-12-14,2017-10-28,2018-02-27,4500,2018-03-03,19.56068944806341
1324,2825559,0,2,110018,233,233,131,2,0,248002,2018-01-09,2017-12-24,2018-01-31,4147,2018-02-06,16.15696270235905
1325,2960253,1,8,700064,233,233,131,0,0,700064,2017-05-12,2017-05-12,2018-03-09,4499,2018-03-13,12.454949608163737
1326,3006048,2,2,110018,233,233,228,0,0,121001,2017-10-14,2016-12-26,2018-03-22,4550,2018-03-25,10.45664959014518
1327,3052201,0,8,700064,233,233,131,0,0,700006,2017-06-01,2016-09-27,2018-04-03,4508,2018-04-07,9.608693309120216
1328,2877237,2,10,226010,233,233,228,0,0,226001,2017-07-17,2016-12-27,2018-02-16,4547,2018-03-10,13.124593833093394
1329,3038907,2,2,110018,233,233,131,2,0,132103,2017-11-25,2017-11-21,2018-03-30,4094,2018-04-03,14.856999598947478
1330,2853562,1,3,560011,233,233,228,0,0,560037,2017-06-01,2017-05-12,2018-02-08,4460,2018-02-14,9.362698885498927
1331,2856305,7,9,411016,233,233,131,0,0,411060,2017-02-20,2017-02-17,2018-02-09,4581,2018-02-12,11.680042963913165
1332,2854634,2,5,380009,233,233,228,2,0,384002,2017-08-10,2017-08-06,2018-02-09,4546,2018-02-14,14.329467835767815
1333,2911746,0,21,110015,233,233,131,1,0,141001,2017-03-01,2017-02-23,2018-02-26,4580,2018-02-28,13.79190983630651
1334,2943697,0,21,110015,233,233,131,0,0,110091,2017-08-16,2017-08-14,2018-03-06,4580,2018-03-09,11.106390644537031
1335,2960302,0,21,110015,233,245,131,0,0,110030,2017-08-01,2017-07-29,2018-03-09,4580,2018-04-01,10.535501866310561
1336,2867337,0,7,500004,233,233,131,0,0,500072,2017-07-23,2017-07-20,2018-02-13,4403,2018-02-18,9.55630401940449
1337,2959756,0,21,110015,233,233,228,0,0,110095,2017-11-01,2017-09-06,2018-03-09,4580,2018-03-15,9.892516328683485
1338,2953803,2,2,110018,233,0,131,2,0,125004,2018-02-16,2017-02-25,2018-03-08,4550,2018-03-17,19.24021910817964
1339,2884052,1,12,302006,233,233,228,2,0,334001,2017-08-01,2017-07-25,2018-02-18,4407,2018-02-20,14.535409059857049
1340,2838580,2,17,800001,233,233,131,1,0,834001,2017-11-04,2017-11-04,2018-02-04,4409,2018-02-27,18.473341319199747
1341,2930404,1,3,560011,233,233,228,0,0,560024,2017-08-26,2017-05-25,2018-03-02,4460,2018-03-10,9.104552052466333
1342,2906115,14,2,110018,308,233,228,0,0,122003,2017-07-08,2017-03-25,2018-02-25,4150,2018-03-07,14.651278945709294
1343,2872277,0,21,110015,233,233,131,0,0,201013,2017-06-25,2017-06-19,2018-02-15,4580,2018-03-13,11.281775567802452
1344,2981968,2,2,110018,233,233,131,0,0,201306,2017-03-21,2017-03-07,2018-03-15,4091,2018-03-19,13.152757849675638
1345,2956561,12,1,400059,233,233,131,2,0,452010,2017-10-21,2017-10-19,2018-03-08,4018,2018-03-16,21.6878350792115
1346,3009808,0,7,500004,233,233,131,0,0,500032,2017-05-23,2017-05-05,2018-03-23,4403,2018-04-02,8.374056449976718
1347,3032328,2,2,110018,233,233,131,0,0,201304,2018-02-24,2018-02-20,2018-03-28,4550,2018-03-31,10.69631775697589
1348,2983866,15,1,400059,233,233,228,0,0,121003,2018-02-24,2017-10-24,2018-03-15,4390,2018-03-19,18.733329446049975
1349,3040932,0,22,400104,233,233,131,1,0,473551,2017-07-22,2017-07-20,2018-03-31,4581,2018-04-12,12.43896005608963
1350,3069064,2,4,600024,233,233,131,0,0,600028,2017-04-28,2017-04-26,2018-04-09,4483,2018-04-18,11.278729643858766
1351,2867979,0,22,400104,233,245,131,2,0,362001,2017-05-08,2018-03-09,2018-02-14,4581,2018-03-01,14.979541803052006
1352,3046893,1,25,560037,308,245,131,0,0,560086,2017-04-29,2017-04-29,2018-04-02,4460,2018-04-06,8.98104877221651
1353,3030888,1,27,110034,233,245,131,0,0,110009,2016-08-22,2016-08-19,2018-03-28,4388,2018-04-03,13.269565701957925
1354,2824824,0,21,110015,233,233,131,1,0,141013,2017-08-21,2017-08-19,2018-01-31,4673,2018-02-07,12.387809193558914
1355,3049429,12,1,400059,233,233,131,0,0,421001,2017-10-21,2017-10-19,2018-04-03,4018,2018-04-07,14.335088591493353
1356,2923143,0,17,800001,233,233,131,1,0,834009,2017-05-15,2017-05-13,2018-02-28,4410,2018-03-06,17.014514194907928
1357,2945631,2,8,700064,233,233,131,0,0,700029,2018-01-23,2018-01-20,2018-03-06,4508,2018-03-08,14.48264907887111
1358,2930884,4,2,110018,201,233,131,4,0,333515,2018-02-13,2018-01-30,2018-03-02,4154,2018-03-11,17.65433755108551
1359,3055922,0,21,110015,233,233,131,0,0,110075,2018-01-28,2018-01-04,2018-04-05,4580,2018-04-07,8.72098882533719
1360,2938857,12,3,560011,233,233,131,2,0,530018,2018-02-21,2018-02-21,2018-03-04,4462,2018-04-01,20.419675431384977
1361,2846774,2,4,600024,233,233,131,0,0,600042,2017-10-06,2017-10-06,2018-02-06,4483,2018-02-15,14.46211692224259
1362,2885141,0,21,110015,233,233,131,2,0,132103,2016-04-07,2016-04-04,2018-02-19,4580,2018-02-20,15.297402559640418
